ds,boolean_value_S_1,Influencer_big_fix_S,Influencer_small_fix_S,Yahoo_S,Yahoo_other_S,Twitter_S,Google_other_S,FB_undefined_S,FB_u25_S,FB_28_similar_S,FB_30_broad_S,FB_30_similar_S,FB_30_retarg_S,FB_40_broad_S,FB_40_similar_S,FB_40_retarg_S,FB_50_S,FB_male_other_S,FB_female_other_S,Google_listing_S,Google_Proslisting_S,Google_undefined_S,PR_I,Google_trends_1,Referral_P_1,Twitter_scrolling_increment_1,type,solID
2020/11/6,0,0,0,0,0,0,0,34684,0,29248,0,0,0,0,5193,0,0,41162,73357,0,0,0,0,143,0,3,rawMedia,2_699_2
2020/11/7,0,0,0,0,0,0,0,34913,0,30671,0,0,0,0,4859,0,0,26088,74023,0,0,0,0,91,0,2,rawMedia,2_699_2
2020/11/8,0,0,0,0,0,0,0,35486,0,30137,0,0,0,0,5059,0,0,25281,60902,0,0,0,0,46,0,5,rawMedia,2_699_2
2020/11/9,0,0,0,0,0,0,0,35297,0,30149,0,0,0,0,5069,0,0,25244,13525,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/11/10,0,0,0,0,0,0,0,35285,0,29668,0,0,0,0,5022,0,0,25192,1158,0,0,0,0,0,0,3,rawMedia,2_699_2
2020/11/11,0,0,0,0,0,0,0,33592,0,30084,0,0,0,0,4967,0,0,24913,22148,0,0,0,0,0,0,2,rawMedia,2_699_2
2020/11/12,0,0,0,0,0,0,0,34869,0,29511,0,0,0,0,5843,0,0,23694,27837,0,0,0,0,150,0,3,rawMedia,2_699_2
2020/11/13,0,0,0,0,0,0,0,35424,0,28989,0,0,0,0,7141,0,0,24470,24676,0,0,0,0,0,0,2,rawMedia,2_699_2
2020/11/14,0,0,0,0,0,0,0,35047,0,31462,0,0,0,0,7401,0,0,26064,17068,0,0,0,0,98,0,2,rawMedia,2_699_2
2020/11/15,0,0,0,0,0,0,0,27269,0,20246,8187,0,0,0,7517,0,0,25343,33106,0,0,0,0,91,0,2,rawMedia,2_699_2
2020/11/16,0,0,0,0,0,0,0,29219,0,19994,5995,0,0,0,7607,0,0,25324,39014,0,0,0,0,0,0,4,rawMedia,2_699_2
2020/11/17,0,0,0,0,0,0,0,33711,0,30021,5813,0,0,0,7372,0,0,24720,45273,0,0,0,0,98,0,2,rawMedia,2_699_2
2020/11/18,0,0,0,0,0,0,0,36264,0,20000,8505,0,0,0,7413,0,0,21204,50397,0,0,0,0,46,0,3,rawMedia,2_699_2
2020/11/19,0,0,0,0,0,0,0,32539,0,19998,11440,0,0,0,7544,0,0,20183,47944,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/11/20,0,0,0,0,0,0,0,29231,0,19715,9853,0,0,0,7878,0,0,19616,31418,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/11/21,0,0,0,0,0,0,0,22290,0,20000,10886,0,0,0,7169,0,0,19437,19529,0,0,0,0,0,0,2,rawMedia,2_699_2
2020/11/22,0,0,0,0,0,0,0,23191,0,20000,12094,0,0,0,7564,0,0,21763,19395,0,0,0,0,137,0,3,rawMedia,2_699_2
2020/11/23,0,0,0,0,0,0,0,24330,0,19743,9957,0,0,0,7312,0,0,21824,19437,0,0,0,0,46,0,3,rawMedia,2_699_2
2020/11/24,0,0,0,0,0,0,0,36253,0,28988,13549,0,0,0,7386,0,0,18698,4732,0,0,0,0,0,0,2,rawMedia,2_699_2
2020/11/25,0,0,0,0,0,0,0,38324,0,30476,13823,0,0,0,7638,0,0,18682,0,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/11/26,0,0,0,0,0,0,0,49418,0,14167,10564,0,0,0,7585,0,0,18664,0,0,0,0,0,46,0,3,rawMedia,2_699_2
2020/11/27,0,0,0,0,0,0,0,48850,0,11927,9114,0,0,0,7596,0,0,18493,0,0,0,0,0,143,0,1,rawMedia,2_699_2
2020/11/28,0,0,0,0,0,0,0,36937,0,18488,11940,0,0,0,7419,0,0,18520,0,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/11/29,0,0,0,0,0,0,0,39482,0,20150,10823,0,0,0,7520,0,0,18406,0,0,0,0,0,189,0,4,rawMedia,2_699_2
2020/11/30,0,0,0,0,0,0,0,40810,0,20205,10027,0,0,0,7337,0,0,19550,0,0,0,0,0,0,0,3,rawMedia,2_699_2
2020/12/1,0,0,0,0,0,0,0,42393,0,18666,10230,0,0,0,7578,0,0,23525,0,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/12/2,0,0,0,0,0,0,0,43320,0,20357,9403,0,0,0,7587,0,0,23691,0,0,0,0,0,92,0,1,rawMedia,2_699_2
2020/12/3,0,0,0,0,0,0,0,51523,0,20350,8753,0,0,0,7600,0,0,23519,0,0,0,0,0,0,0,2,rawMedia,2_699_2
2020/12/4,0,0,0,0,0,0,0,51578,0,19770,9875,0,0,0,7512,0,0,22922,37989,0,0,0,0,92,0,1,rawMedia,2_699_2
2020/12/5,0,0,0,0,0,0,0,49859,0,20502,10941,0,0,0,5602,0,0,23524,41082,0,0,0,0,92,0,2,rawMedia,2_699_2
2020/12/6,0,0,0,0,0,0,0,51968,0,20128,10233,0,0,0,5030,0,0,23736,39947,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/12/7,0,0,0,0,0,0,0,51359,0,19701,8944,0,0,0,4985,0,0,24066,42117,0,0,0,0,46,0,3,rawMedia,2_699_2
2020/12/8,0,0,0,0,0,0,0,50732,0,19995,11766,0,0,0,5736,0,0,26591,38208,0,0,0,0,0,0,2,rawMedia,2_699_2
2020/12/9,0,0,0,0,0,0,0,52767,0,19949,8921,0,0,0,7515,0,0,26463,39151,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/12/10,0,0,0,0,0,0,0,47320,0,20268,15964,0,0,0,7297,0,0,24247,30452,0,0,0,0,0,0,3,rawMedia,2_699_2
2020/12/11,0,0,0,0,0,0,0,46912,0,25049,15343,0,0,0,7381,0,0,23191,25260,0,0,0,0,92,0,1,rawMedia,2_699_2
2020/12/12,0,0,0,0,0,0,0,45868,0,24762,15903,0,0,0,10030,0,0,22817,35559,0,0,0,0,92,0,2,rawMedia,2_699_2
2020/12/13,0,0,0,0,0,0,0,47033,0,24944,15561,0,0,0,10790,0,0,23812,40155,0,0,0,0,89,0,3,rawMedia,2_699_2
2020/12/14,0,0,0,0,0,0,0,46488,0,24402,16142,0,0,0,12096,0,0,23528,40143,0,0,0,0,135,0,3,rawMedia,2_699_2
2020/12/15,0,0,0,0,0,0,0,47067,0,25249,14557,0,0,0,12704,0,0,23709,11290,0,0,0,0,0,0,2,rawMedia,2_699_2
2020/12/16,0,0,0,0,0,0,0,46961,0,24715,14107,0,0,0,13248,0,0,23422,0,0,0,0,0,92,0,2,rawMedia,2_699_2
2020/12/17,0,0,0,0,0,0,0,47443,0,25348,15616,0,0,0,13358,0,0,23816,0,0,0,0,0,46,0,3,rawMedia,2_699_2
2020/12/18,0,0,0,0,0,0,0,46933,0,25132,14375,0,0,0,13267,0,0,23404,0,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/12/19,0,0,0,0,0,0,0,45492,0,25210,16237,0,0,0,13858,0,0,22809,0,0,0,0,0,92,0,3,rawMedia,2_699_2
2020/12/20,0,0,0,0,0,0,0,37225,0,25178,10103,0,0,0,13595,0,0,23489,0,0,0,0,0,92,0,3,rawMedia,2_699_2
2020/12/21,0,0,0,0,0,0,0,37414,0,25052,9064,0,0,0,15516,0,0,22520,33003,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/12/22,0,0,0,0,0,0,0,37119,0,25093,9670,0,0,0,19764,0,0,18731,23626,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/12/23,0,0,0,0,0,0,0,21964,0,25116,9421,0,0,0,19339,0,0,18631,0,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/12/24,0,0,0,0,0,0,0,41042,0,24970,10744,0,0,0,20063,0,0,18461,0,0,0,0,0,46,0,1,rawMedia,2_699_2
2020/12/25,0,0,0,0,0,0,0,35124,0,19750,5700,0,0,0,19919,0,0,18477,34553,0,0,0,0,189,0,1,rawMedia,2_699_2
2020/12/26,0,0,0,0,0,0,0,30303,0,18896,5163,0,0,0,19835,0,0,18064,28653,0,0,0,0,0,0,1,rawMedia,2_699_2
2020/12/27,0,0,0,0,0,0,0,32315,0,9347,5439,0,1885,0,22822,0,0,19745,25142,0,0,0,0,0,0,4,rawMedia,2_699_2
2020/12/28,0,0,0,0,0,0,0,31119,0,0,5700,0,1841,0,24771,0,0,21592,24781,0,0,0,0,89,0,3,rawMedia,2_699_2
2020/12/29,0,0,0,0,0,0,0,31475,0,23009,5866,0,1369,0,23869,0,0,21401,25173,0,0,0,0,139,0,2,rawMedia,2_699_2
2020/12/30,0,0,0,0,0,0,0,32966,0,23210,5764,0,826,0,25059,0,0,22365,24929,0,0,0,0,46,0,2,rawMedia,2_699_2
2020/12/31,0,0,0,0,0,0,0,32013,0,23196,5807,0,1275,0,24975,0,0,22005,25034,0,0,0,0,0,0,1,rawMedia,2_699_2
2021/1/1,0,0,0,0,0,0,0,31486,0,23610,5902,0,1250,0,23257,0,0,22281,25079,0,0,0,0,92,0,1,rawMedia,2_699_2
2021/1/2,0,0,0,0,0,0,0,31831,0,28635,5696,0,1180,0,19159,0,0,21935,24862,0,0,0,0,46,0,1,rawMedia,2_699_2
2021/1/3,0,0,0,0,0,0,0,32669,0,29154,5678,0,1118,0,19465,0,0,21447,26618,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/1/4,0,0,0,0,0,0,0,31898,0,28731,5422,0,1284,0,16307,0,0,21829,27684,0,0,0,0,0,0,2,rawMedia,2_699_2
2021/1/5,0,0,0,0,0,0,0,32099,0,29627,5941,0,1226,0,9915,0,0,26938,25930,0,0,0,0,266,0,2,rawMedia,2_699_2
2021/1/6,0,0,0,0,0,0,0,32354,0,24873,5017,0,1550,0,9848,0,0,27387,24822,0,0,0,0,42,0,2,rawMedia,2_699_2
2021/1/7,0,0,0,0,0,0,0,32487,0,12900,4227,0,1761,0,6412,0,0,27396,23391,0,0,0,0,131,0,1,rawMedia,2_699_2
2021/1/8,0,0,0,0,0,0,0,23527,0,9831,5794,0,1836,0,11687,0,0,27296,20984,0,0,0,0,42,0,1,rawMedia,2_699_2
2021/1/9,0,0,0,0,0,0,0,19201,0,10224,2416,0,1435,0,11533,0,0,28173,13422,0,0,0,0,223,0,3,rawMedia,2_699_2
2021/1/10,0,0,0,0,0,0,0,26945,0,14763,1988,0,1439,0,9681,1019,0,29140,9967,0,0,0,0,131,0,4,rawMedia,2_699_2
2021/1/11,0,0,0,0,0,0,0,30303,0,15378,4626,0,1147,0,10134,1888,0,30688,30489,0,0,0,0,173,0,6,rawMedia,2_699_2
2021/1/12,0,0,0,0,0,0,0,30695,0,21560,8647,0,1336,0,10113,1891,0,35182,37232,0,0,0,0,181,0,3,rawMedia,2_699_2
2021/1/13,0,0,0,0,0,0,0,33014,0,29546,10009,0,1068,0,12487,1686,0,35226,38215,0,0,0,0,135,0,1,rawMedia,2_699_2
2021/1/14,0,0,0,0,0,0,0,33072,0,29775,9899,0,1087,0,19955,1702,0,32899,38054,0,0,0,0,181,0,2,rawMedia,2_699_2
2021/1/15,0,0,0,0,0,0,0,32309,0,29620,10072,0,1019,0,19586,1547,0,35107,45726,0,0,0,0,0,0,2,rawMedia,2_699_2
2021/1/16,0,0,0,0,0,0,0,33964,0,30613,9922,0,758,0,18785,1724,0,35782,63129,0,0,0,0,89,0,4,rawMedia,2_699_2
2021/1/17,0,0,0,0,0,0,0,38267,0,39049,9982,0,582,0,10649,1948,0,32993,73016,0,0,0,0,173,0,5,rawMedia,2_699_2
2021/1/18,0,0,0,0,0,0,0,39090,0,40514,9475,0,501,0,10181,1984,0,32502,70899,0,0,0,0,177,0,4,rawMedia,2_699_2
2021/1/19,0,0,0,0,0,0,0,44844,0,40407,9020,0,914,0,15321,1919,0,32446,69903,0,0,0,0,46,0,2,rawMedia,2_699_2
2021/1/20,0,0,0,0,0,0,0,43391,0,40197,10090,0,1041,0,15065,1734,0,32214,68809,0,0,0,0,135,0,2,rawMedia,2_699_2
2021/1/21,0,0,0,0,0,0,0,46584,0,40224,2581,0,975,0,15192,1817,0,33293,64167,0,0,0,0,135,0,2,rawMedia,2_699_2
2021/1/22,0,0,0,0,0,0,0,46246,0,40208,1776,0,1173,0,14821,1900,0,28708,76795,0,0,0,0,177,0,1,rawMedia,2_699_2
2021/1/23,0,0,0,0,0,0,0,46032,0,39401,829,0,1193,0,14693,1857,0,26472,79582,0,0,0,0,170,0,5,rawMedia,2_699_2
2021/1/24,0,0,0,0,0,0,0,47192,0,39686,1771,0,1042,0,14943,1711,0,27081,93172,0,0,0,0,85,0,2,rawMedia,2_699_2
2021/1/25,0,0,0,0,0,0,0,46367,0,40353,1821,0,959,0,15285,1706,0,27142,85244,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/1/26,0,0,0,0,0,0,0,36130,0,40216,2157,0,1089,0,15028,1824,0,26962,95272,0,0,0,0,42,0,1,rawMedia,2_699_2
2021/1/27,0,0,0,0,0,0,0,49508,0,38513,1801,0,951,0,15186,1735,0,40986,92294,0,0,0,0,131,0,1,rawMedia,2_699_2
2021/1/28,0,0,0,0,0,0,0,49484,0,40693,642,0,642,0,14884,1775,0,43317,93091,0,0,0,0,177,0,3,rawMedia,2_699_2
2021/1/29,0,0,0,0,0,0,0,39019,0,39329,1577,0,756,0,14555,1957,0,49992,94407,0,0,0,0,0,0,1,rawMedia,2_699_2
2021/1/30,0,0,0,0,0,0,0,34409,0,41210,2146,0,1094,0,15119,1841,0,53667,103216,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/1/31,0,0,0,0,0,0,0,36440,0,40295,1914,0,1293,0,15031,1765,0,66294,107810,0,0,0,0,0,0,3,rawMedia,2_699_2
2021/2/1,0,0,0,0,0,0,0,36124,0,38457,2708,0,1007,0,11834,1630,0,66678,106660,0,0,0,0,89,0,4,rawMedia,2_699_2
2021/2/2,0,0,0,0,0,0,0,36870,0,31949,1735,0,1009,0,8998,1588,0,65747,121431,0,0,0,0,89,0,1,rawMedia,2_699_2
2021/2/3,0,0,0,0,0,0,0,36385,0,16881,1338,0,1219,0,7665,1934,0,61297,91062,0,0,0,0,139,0,0,rawMedia,2_699_2
2021/2/4,0,0,0,0,0,0,0,34624,0,34127,3396,0,1398,0,8095,1888,0,56740,86644,0,0,0,0,46,0,3,rawMedia,2_699_2
2021/2/5,0,0,0,0,0,0,0,33496,0,24531,2841,0,1366,0,7881,1884,0,60737,94417,0,0,0,0,46,0,3,rawMedia,2_699_2
2021/2/6,0,0,0,0,0,0,0,34204,0,19072,3505,0,1515,0,7788,1924,0,57676,100326,0,0,0,0,89,0,3,rawMedia,2_699_2
2021/2/7,0,0,0,0,0,0,0,36031,0,20151,2077,0,1431,0,7850,1873,0,58468,111783,0,0,0,0,131,0,3,rawMedia,2_699_2
2021/2/8,0,0,0,0,0,0,972,34992,0,19601,3736,0,1156,0,8030,1942,0,56504,106542,0,0,0,0,223,0,2,rawMedia,2_699_2
2021/2/9,0,0,0,0,0,0,1576,43983,0,20251,4279,0,1275,0,9976,1757,0,59492,120199,0,0,0,0,46,0,2,rawMedia,2_699_2
2021/2/10,0,0,0,0,0,0,1951,43741,0,20213,3462,0,1132,0,9327,1877,0,55423,79694,0,0,0,0,46,0,2,rawMedia,2_699_2
2021/2/11,0,0,0,0,0,0,3974,42795,0,20118,5443,0,1374,0,9972,1700,0,56811,66933,0,0,0,0,173,0,2,rawMedia,2_699_2
2021/2/12,0,0,0,0,0,0,2078,36726,0,19471,7997,0,1269,0,10128,1901,0,56644,69142,0,0,0,0,46,0,2,rawMedia,2_699_2
2021/2/13,0,0,0,0,0,0,1096,44629,0,20195,4921,0,1366,0,10135,1634,0,56990,70984,0,0,0,0,216,0,2,rawMedia,2_699_2
2021/2/14,0,0,0,0,0,0,3705,43329,0,19572,4713,0,1244,0,9646,1809,0,57765,69047,0,0,0,0,127,0,3,rawMedia,2_699_2
2021/2/15,0,0,0,0,0,0,4406,42312,0,20309,4955,0,1452,0,10165,1966,0,58223,40235,0,0,0,0,220,0,2,rawMedia,2_699_2
2021/2/16,0,0,0,0,0,0,865,43421,0,19972,5000,0,1259,0,10106,1862,0,62283,29132,0,0,0,0,131,0,2,rawMedia,2_699_2
2021/2/17,0,0,0,0,0,0,506,51904,0,20293,4884,0,1438,0,10081,1737,0,67217,29004,0,0,0,0,135,0,3,rawMedia,2_699_2
2021/2/18,0,0,0,0,0,0,597,52737,0,20052,5000,0,1901,0,9966,1413,0,70439,32486,0,0,0,0,227,0,3,rawMedia,2_699_2
2021/2/19,0,0,0,0,0,0,1113,52001,0,19099,5000,0,1892,0,9957,902,0,66663,46453,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/2/20,0,0,0,0,0,0,778,52729,0,20703,4984,0,1570,0,10079,1295,0,72127,51249,0,0,0,0,181,0,3,rawMedia,2_699_2
2021/2/21,0,0,0,0,0,0,3609,53474,0,20172,4820,0,1943,0,9993,1201,0,79956,63865,0,0,0,0,89,0,4,rawMedia,2_699_2
2021/2/22,0,0,0,0,0,0,1123,52217,0,19429,5000,0,1983,0,10161,998,0,77754,50533,0,0,0,0,89,0,3,rawMedia,2_699_2
2021/2/23,0,0,0,0,0,0,1518,53390,0,19355,5000,0,1927,0,10025,1174,0,77141,46759,0,0,0,0,131,0,4,rawMedia,2_699_2
2021/2/24,0,0,0,0,0,0,1118,54107,0,19335,5000,0,1739,0,9800,1108,0,69300,41949,0,0,0,0,46,0,4,rawMedia,2_699_2
2021/2/25,0,0,0,0,0,0,1498,53692,0,24218,5000,0,1694,0,9928,969,0,60358,38518,0,0,0,0,89,0,3,rawMedia,2_699_2
2021/2/26,0,0,0,0,0,0,311,53910,0,24781,4580,0,1539,0,10190,1290,0,55157,46249,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/2/27,0,0,0,0,0,0,0,52178,0,25165,4207,0,1401,0,5929,1459,0,51920,53677,0,0,0,0,46,0,5,rawMedia,2_699_2
2021/2/28,0,0,0,0,0,0,3988,53748,0,25182,4473,0,1749,0,4755,1492,0,53484,55277,0,0,0,0,216,0,4,rawMedia,2_699_2
2021/3/1,0,0,0,0,0,0,770,56610,0,26027,2261,0,1820,0,5004,1665,0,58317,55055,0,0,0,0,0,0,2,rawMedia,2_699_2
2021/3/2,0,0,0,0,0,0,1228,60866,0,29852,4254,0,1844,0,5107,1502,0,59155,51450,0,0,0,0,177,0,4,rawMedia,2_699_2
2021/3/3,0,0,0,0,0,0,296,62979,0,29881,4353,0,1842,0,5055,1305,0,57255,48337,0,0,0,0,135,0,2,rawMedia,2_699_2
2021/3/4,0,0,0,0,0,0,1239,62189,0,28349,4805,0,1636,0,4957,1749,0,59886,52539,0,0,0,0,131,0,5,rawMedia,2_699_2
2021/3/5,0,0,0,0,0,0,1438,62258,0,30312,4517,0,1644,0,4970,1762,0,63507,52542,0,0,0,0,42,0,3,rawMedia,2_699_2
2021/3/6,0,0,0,0,0,0,312,61148,0,3219,4937,26452,1533,0,4978,1795,0,67287,58717,0,0,0,0,131,0,4,rawMedia,2_699_2
2021/3/7,0,0,0,1,0,0,2360,63124,0,0,5000,30363,1518,0,5036,1776,0,60368,57434,0,0,0,0,308,0,5,rawMedia,2_699_2
2021/3/8,0,0,0,2,0,0,1790,48395,0,0,5000,30169,1442,0,5055,1679,0,57098,56692,0,0,0,0,262,0,5,rawMedia,2_699_2
2021/3/9,0,0,0,0,0,0,1714,68702,0,0,5000,30330,1413,0,5076,1381,0,52617,64256,0,0,0,0,177,0,2,rawMedia,2_699_2
2021/3/10,0,0,0,4,0,0,840,64087,4782,0,5000,27957,1352,2295,4850,1429,0,49576,63996,0,0,0,0,42,0,2,rawMedia,2_699_2
2021/3/11,0,0,0,6838,5342,0,1326,65792,4883,0,4911,26354,1270,2896,5227,1144,0,49760,63850,0,0,0,0,181,0,4,rawMedia,2_699_2
2021/3/12,0,0,0,5393,4634,0,399,63620,4839,0,4596,28522,1325,2970,2462,1022,0,43094,58392,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/3/13,0,0,0,4174,5033,0,1847,66204,4788,0,3840,24007,1518,2763,5808,1931,0,41647,70591,0,0,0,0,131,0,5,rawMedia,2_699_2
2021/3/14,0,0,0,4996,4972,0,1695,63123,5000,0,4170,22529,1846,2766,5187,1722,0,47518,80005,0,0,0,0,258,0,5,rawMedia,2_699_2
2021/3/15,0,0,0,5027,4962,0,573,61613,4696,0,4400,22958,1861,2171,5148,1973,0,46768,89931,0,0,0,0,39,0,3,rawMedia,2_699_2
2021/3/16,0,0,0,4993,4987,0,2035,52816,3122,0,2160,23829,1979,0,4918,1974,0,47917,71658,0,0,0,0,77,0,2,rawMedia,2_699_2
2021/3/17,0,0,0,4949,5028,0,751,51763,0,0,610,28083,1993,0,5051,2000,0,42389,57660,0,0,0,0,270,0,3,rawMedia,2_699_2
2021/3/18,0,0,0,4993,3848,0,328,48320,0,0,465,28951,1990,0,4941,1987,0,43974,58210,0,0,0,0,181,0,5,rawMedia,2_699_2
2021/3/19,0,0,0,4022,7381,0,2192,58756,0,0,296,28639,1992,0,4966,1957,0,50796,57453,0,0,0,0,177,0,2,rawMedia,2_699_2
2021/3/20,0,0,0,0,4055,0,1281,62159,0,0,4122,25896,2000,0,3764,1995,0,50192,64885,0,0,0,0,220,0,4,rawMedia,2_699_2
2021/3/21,0,0,0,0,5007,0,1681,66041,0,0,5000,21558,1998,0,3008,1970,0,51519,73604,0,0,0,0,208,0,3,rawMedia,2_699_2
2021/3/22,0,0,0,5851,3822,0,348,61131,0,0,4827,18999,1966,0,3016,1949,0,50663,74686,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/3/23,0,0,0,4113,5058,0,679,61096,0,0,5000,19339,2000,0,3014,2000,0,51498,76160,0,0,0,0,42,0,2,rawMedia,2_699_2
2021/3/24,0,0,0,5059,4939,0,563,51365,0,0,4737,19928,1859,0,2955,1992,0,41914,62533,0,0,0,0,0,0,4,rawMedia,2_699_2
2021/3/25,0,0,0,5359,4535,0,0,38971,0,0,4955,19568,1816,0,3063,1968,0,40242,54383,0,0,0,0,173,0,3,rawMedia,2_699_2
2021/3/26,0,0,0,3576,1895,0,1301,32669,0,0,4971,24246,2000,0,3112,1976,0,40312,60582,0,0,0,0,46,0,2,rawMedia,2_699_2
2021/3/27,0,0,0,4985,0,0,1245,28741,0,0,4779,23973,1985,0,2832,1992,0,39939,58682,0,0,0,0,181,0,2,rawMedia,2_699_2
2021/3/28,0,0,0,3131,0,0,701,27982,0,0,5000,30227,1998,0,3027,1993,0,42719,58399,0,0,0,0,127,0,4,rawMedia,2_699_2
2021/3/29,0,0,0,5505,0,0,980,27941,0,0,4766,28666,1898,0,3849,1940,0,41867,57056,0,0,0,0,85,0,2,rawMedia,2_699_2
2021/3/30,0,0,0,4498,0,0,1708,27981,0,0,9943,39378,1979,0,4992,1976,0,43927,75473,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/3/31,0,0,0,5071,0,0,876,31215,0,0,7386,39319,1852,0,6042,1983,0,45034,78558,0,0,0,0,89,0,3,rawMedia,2_699_2
2021/4/1,0,0,0,4998,0,0,1888,32314,0,0,10000,40210,1989,1736,9916,1943,0,40745,89228,0,0,0,0,46,0,3,rawMedia,2_699_2
2021/4/2,0,0,0,5044,0,0,1351,70780,0,0,9994,38584,1975,3636,9924,1983,0,32904,89759,0,0,0,0,0,0,3,rawMedia,2_699_2
2021/4/3,0,0,0,4999,0,0,1952,70147,0,0,9755,40735,1937,9021,15262,1997,0,29974,92158,0,0,0,0,223,0,4,rawMedia,2_699_2
2021/4/4,0,0,0,4933,0,0,1006,62960,0,0,9994,40195,1994,9808,15084,1997,0,31038,90176,0,0,0,0,85,0,3,rawMedia,2_699_2
2021/4/5,0,0,0,5052,0,0,1205,61359,11594,0,9806,38913,1969,9531,14752,1963,0,30553,96110,0,0,0,0,131,0,2,rawMedia,2_699_2
2021/4/6,0,0,0,4930,0,0,748,63123,11594,0,9950,37968,1989,9593,14866,1999,0,33338,104981,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/4/7,0,0,0,5049,0,0,1337,52603,11581,0,9991,30598,1998,8312,15245,1980,0,36021,102380,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/4/8,0,0,0,4971,0,0,2694,47517,11557,0,7725,24627,1813,8792,15013,1990,0,35974,80653,0,0,0,0,46,0,2,rawMedia,2_699_2
2021/4/9,0,0,0,5005,0,0,1333,36876,11565,0,4973,23349,1983,7475,14905,1979,0,32815,86045,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/4/10,0,0,0,5018,0,0,1689,36269,11546,0,4868,25329,1884,8772,11156,1973,0,32422,93230,0,0,0,0,223,0,4,rawMedia,2_699_2
2021/4/11,0,0,0,4992,0,0,1964,37661,10070,0,4976,25190,1856,9440,10554,1999,0,32627,101857,0,0,0,0,177,0,5,rawMedia,2_699_2
2021/4/12,0,0,0,5053,0,0,1101,37562,9718,0,4987,24361,1988,9728,10204,1916,0,32738,112054,0,0,0,0,223,0,3,rawMedia,2_699_2
2021/4/13,0,0,0,4929,0,0,1380,40706,10207,0,5000,25242,1997,9982,5845,2000,0,36815,125726,0,0,0,0,42,0,3,rawMedia,2_699_2
2021/4/14,0,0,0,5008,0,0,242,40578,9885,0,4992,25213,1991,9942,5016,1989,0,37183,103840,0,0,0,0,89,0,1,rawMedia,2_699_2
2021/4/15,0,0,0,4974,0,0,775,37409,10137,0,5000,24450,1995,11933,5031,1983,0,38192,115588,0,0,0,0,181,0,3,rawMedia,2_699_2
2021/4/16,0,0,0,5031,0,0,213,36939,9882,0,5000,25464,2000,12126,4801,1951,0,32404,111709,0,0,0,0,223,0,2,rawMedia,2_699_2
2021/4/17,0,0,0,4975,0,0,1465,24196,10101,0,5000,21444,1984,8000,5034,1994,0,26702,152460,0,0,0,0,212,0,2,rawMedia,2_699_2
2021/4/18,0,0,0,5095,0,0,499,22997,9714,0,4999,19314,1994,7993,4809,1970,0,28098,149450,0,0,0,0,173,0,4,rawMedia,2_699_2
2021/4/19,0,0,0,4903,222,10879,1484,23543,9530,0,5000,20279,1885,7869,5093,1960,0,23761,149926,0,0,0,0,46,0,3,rawMedia,2_699_2
2021/4/20,0,0,0,5015,0,0,531,23545,10270,0,5000,8715,1998,8000,5052,1999,0,26682,151158,0,0,0,0,181,0,4,rawMedia,2_699_2
2021/4/21,0,0,0,5029,0,0,778,22935,10163,0,5000,23298,1999,7346,3769,1965,0,33198,153089,0,0,0,0,89,0,2,rawMedia,2_699_2
2021/4/22,0,0,0,4987,3143,0,216,24049,10129,0,4995,23154,1996,7701,2956,1917,0,38152,158237,0,0,0,0,181,0,2,rawMedia,2_699_2
2021/4/23,0,0,0,4972,2874,0,1114,23708,10191,0,5000,22593,1984,7891,2910,1967,0,37115,156192,0,0,0,0,46,0,2,rawMedia,2_699_2
2021/4/24,0,0,0,4991,3039,0,1018,23329,5148,0,4805,22647,1977,4457,2935,1952,0,36276,158239,0,0,0,0,89,0,3,rawMedia,2_699_2
2021/4/25,0,0,0,3457,2259,0,399,23668,0,0,4994,20145,1990,2974,3027,1989,0,32589,168708,0,0,0,0,127,0,5,rawMedia,2_699_2
2021/4/26,0,0,0,0,0,0,494,23230,0,0,5000,19507,1959,2913,2972,1969,0,30163,191638,0,0,0,0,89,0,4,rawMedia,2_699_2
2021/4/27,0,0,0,0,0,0,0,23621,11739,0,5000,20078,1981,2948,3005,1994,0,31079,178443,0,0,0,0,131,0,3,rawMedia,2_699_2
